File ID,Script Content,Defect Label,Dataset Name
767,class watcher     use_ssl   false     ceilometer_client_api_version          cinder_client_api_version          glance_client_api_version          neutron_client_api_version          nova_client_api_version          rpc_backend   rabbit      ensure_package   present      rabbit_host        os_service_default     rabbit_hosts        os_service_default     rabbit_password        os_service_default     rabbit_login_method        os_service_default     rabbit_port        os_service_default     rabbit_userid        os_service_default     rabbit_virtual_host        os_service_default     rabbit_retry_interval        os_service_default     rabbit_retry_backoff        os_service_default     rabbit_interval_max        os_service_default     rabbit_max_retries        os_service_default     rabbit_use_ssl        os_service_default     rabbit_heartbeat_rate        os_service_default     rabbit_ha_queues        os_service_default     rabbit_transient_queues_ttl        os_service_default     rabbit_heartbeat_timeout_threshold        os_service_default     kombu_ssl_ca_certs        os_service_default     kombu_ssl_certfile        os_service_default     kombu_ssl_keyfile        os_service_default     kombu_ssl_version        os_service_default     kombu_reconnect_delay        os_service_default     kombu_missing_consumer_retry_timeout        os_service_default     kombu_failover_strategy        os_service_default     kombu_compression        os_service_default     amqp_durable_queues        os_service_default     default_transport_url        os_service_default     rpc_response_timeout        os_service_default     control_exchange        os_service_default     amqp_username        os_service_default     amqp_password        os_service_default     amqp_ssl_ca_file        os_service_default     amqp_ssl_key_file        os_service_default     amqp_container_name        os_service_default     amqp_sasl_mechanisms        os_service_default     amqp_server_request_prefix        os_service_default     amqp_ssl_key_password        os_service_default     amqp_idle_timeout        os_service_default     amqp_ssl_cert_file        os_service_default     amqp_broadcast_prefix        os_service_default     amqp_trace        os_service_default     amqp_allow_insecure_clients        os_service_default     amqp_sasl_config_name        os_service_default     amqp_sasl_config_dir        os_service_default     amqp_group_request_prefix        os_service_default     rpc_cast_timeout        os_service_default     rpc_poll_timeout        os_service_default     rpc_zmq_bind_address        os_service_default     rpc_zmq_bind_port_retries        os_service_default     rpc_zmq_concurrency        os_service_default     rpc_zmq_contexts        os_service_default     rpc_zmq_host        os_service_default     rpc_zmq_ipc_dir        os_service_default     rpc_zmq_matchmaker        os_service_default     rpc_zmq_max_port        os_service_default     rpc_zmq_min_port        os_service_default     rpc_zmq_topic_backlog        os_service_default     use_pub_sub        os_service_default     zmq_target_expire        os_service_default     notification_transport_url        os_service_default     notification_driver        os_service_default     notification_topics        os_service_default       include    openstacklib    openstackclient include    watcher    deps include    watcher    params include    watcher    policy include    watcher     include    watcher    logging package   watcher        class   watcher    policy    package   watcher    ensure       ensure_package   name          watcher    params    common_package_name   tag       openstack    watcher package        watcher_config   ceilometer_client api_version    value       ceilometer_client_api_version   cinder_client api_version    value       cinder_client_api_version   glance_client api_version    value       glance_client_api_version   neutron_client api_version    value       neutron_client_api_version   nova_client api_version    value       nova_client_api_version       rpc_backend    rabbit        rabbit_password   fail   please specify rabbit_password parameter        oslo    messaging    rabbit   watcher_config    amqp_durable_queues       amqp_durable_queues   kombu_ssl_version       kombu_ssl_version   kombu_ssl_keyfile       kombu_ssl_keyfile   kombu_ssl_certfile       kombu_ssl_certfile   kombu_ssl_ca_certs       kombu_ssl_ca_certs   kombu_reconnect_delay       kombu_reconnect_delay   kombu_missing_consumer_retry_timeout       kombu_missing_consumer_retry_timeout   kombu_failover_strategy       kombu_failover_strategy   kombu_compression       kombu_compression   rabbit_host       rabbit_host   rabbit_port       rabbit_port   rabbit_hosts       rabbit_hosts   rabbit_use_ssl       rabbit_use_ssl   rabbit_userid       rabbit_userid   rabbit_password       rabbit_password   rabbit_login_method       rabbit_login_method   rabbit_virtual_host       rabbit_virtual_host   rabbit_retry_interval       rabbit_retry_interval   rabbit_retry_backoff       rabbit_retry_backoff   rabbit_interval_max       rabbit_interval_max   rabbit_max_retries       rabbit_max_retries   rabbit_ha_queues       rabbit_ha_queues   rabbit_transient_queues_ttl       rabbit_transient_queues_ttl   heartbeat_timeout_threshold       rabbit_heartbeat_timeout_threshold   heartbeat_rate       rabbit_heartbeat_rate       elsif   rpc_backend    amqp        amqp_password   fail   please specify amqp_password parameter        oslo    messaging    amqp   watcher_config    username       amqp_username   password       amqp_password   server_request_prefix       amqp_server_request_prefix   broadcast_prefix       amqp_broadcast_prefix   group_request_prefix       amqp_group_request_prefix   container_name       amqp_container_name   idle_timeout       amqp_idle_timeout   trace       amqp_trace   ssl_ca_file       amqp_ssl_ca_file   ssl_cert_file       amqp_ssl_cert_file   ssl_key_file       amqp_ssl_key_file   ssl_key_password       amqp_ssl_key_password   allow_insecure_clients       amqp_allow_insecure_clients   sasl_mechanisms       amqp_sasl_mechanisms   sasl_config_dir       amqp_sasl_config_dir   sasl_config_name       amqp_sasl_config_name       elsif   rpc_backend    zmq    oslo    messaging    zmq   watcher_config    rpc_cast_timeout       rpc_cast_timeout   rpc_poll_timeout       rpc_poll_timeout   rpc_zmq_bind_address       rpc_zmq_bind_address   rpc_zmq_bind_port_retries       rpc_zmq_bind_port_retries   rpc_zmq_concurrency       rpc_zmq_concurrency   rpc_zmq_contexts       rpc_zmq_contexts   rpc_zmq_host       rpc_zmq_host   rpc_zmq_ipc_dir       rpc_zmq_ipc_dir   rpc_zmq_matchmaker       rpc_zmq_matchmaker   rpc_zmq_max_port       rpc_zmq_max_port   rpc_zmq_min_port       rpc_zmq_min_port   rpc_zmq_topic_backlog       rpc_zmq_topic_backlog   use_pub_sub       use_pub_sub   zmq_target_expire       zmq_target_expire       else   watcher_config   default rpc_backend    value       rpc_backend     oslo    messaging    default   watcher_config    transport_url       default_transport_url   rpc_response_timeout       rpc_response_timeout   control_exchange       control_exchange     oslo    messaging    notifications   watcher_config    transport_url       notification_transport_url   driver       notification_driver   topics       notification_topics      ,0,2
768,class one   file       tmp multipleclassone    content        one      class one   file       tmp multipleclasstwo    content        two      include one,1,3
769,define varnish    config     source   undef     content   undef     order          include    varnish     sprintf      02d      order     path             varnish    confd                 title    vcl  file     path   source       source   content       content   mode     0644    notify     service   varnish        file_line             varnish    conf         title      line        include        path           path          varnish    conf   match               varnish    confd                  title    vcl    require     file     path     notify     exec   varnish_sort_confd         ,1,3
770,class mistral    cors     allowed_origin        os_service_default     allow_credentials        os_service_default     expose_headers        os_service_default     max_age        os_service_default     allow_methods        os_service_default     allow_headers        os_service_default       oslo    cors   mistral_config    allowed_origin       allowed_origin   allow_credentials       allow_credentials   expose_headers       expose_headers   max_age       max_age   allow_methods       allow_methods   allow_headers       allow_headers      ,0,2
771,class wikimetrics    web    apache     ensure   present      class       wikimetrics        class       wikimetrics    web    apache      config_directory        wikimetrics    config_directory   public_directory        wikimetrics    public_directory   site   wikimetrics   docroot             wikimetrics    path    wikimetrics    server_name        wikimetrics    server_name   server_port        wikimetrics    server_port   server_aliases        wikimetrics    server_aliases   ssl_redirect        wikimetrics    ssl_redirect include    apache include    apache    mod    wsgi include    apache    mod    rewrite include    apache    mod    headers include    apache    mod    expires file       etc apache2 sites available      site      ensure       ensure   content     template   wikimetrics wikimetrics vhost erb      require     class       apache    mod    wsgi            ensure    absent      exec      apache_disable_     site      command         usr sbin a2dissite       site      onlyif         usr bin test    etc apache2 sites enabled      site      notify     service   apache2      require     package   apache2          file       etc apache2 sites available      site            else   exec      apache_enable_     site      command         usr sbin a2ensite       site      unless         usr bin test    etc apache2 sites enabled      site      notify     service   apache2      require     package   apache2      subscribe       file       etc apache2 sites available      site        file          config_directory    web_config yaml      file          config_directory    queue_config yaml      file          config_directory    db_config yaml               ,1,3
772,class backup     databases     package   duplicity    ensure     present     file    etc cron  backup    ensure     present   content     template   backup backup erb        file    root  ssh config    source     puppet     file    root backup     source     puppet   mode     0744      file    root  duplicity conf    source     puppet     file    root dump databases     content     template   backup dump databases  erb      mode     0744       ,1,3
773,class shellprofile    settings     profile_d        operatingsystem     windows          windows profile     default      etc profile         profile_puppet_d        operatingsystem     windows          windows profile puppet     default      etc profile puppet        ,0,1
774,define swift    ringbuilder    create     part_power        replicas        min_part_hours        user   swift     include    swift    deps validate_re     name    object container account      exec      create_     name      command        swift ring builder  etc swift      name    builder create     part_power       replicas       min_part_hours      path        usr bin      user       user   creates         etc swift      name    builder        anchor   swift    config    end         ,0,2
775,class arcanist     deploy_dir       include    php git    clone   libphutil    directory            deploy_dir    libphutil    remote     https     git    clone   arcanist    directory            deploy_dir    arcanist    remote     https     env    profile_script   add arcanist bin path    content        export path     path       deploy_dir    arcanist bin      service    gitupdate   libphutil    dir            deploy_dir    libphutil      service    gitupdate   arcanist    dir            deploy_dir    arcanist       ,1,3
776,class ec2api    keystone    authtoken     password     username   ec2api      auth_url   http     project_name   services      user_domain_name        os_service_default     project_domain_name        os_service_default     insecure        os_service_default     auth_section        os_service_default     auth_type   password      auth_uri   http     auth_version        os_service_default     cache        os_service_default     cafile        os_service_default     certfile        os_service_default     check_revocations_for_cached        os_service_default     delay_auth_decision        os_service_default     enforce_token_bind        os_service_default     hash_algorithms        os_service_default     http_connect_timeout        os_service_default     http_request_max_retries        os_service_default     include_service_catalog        os_service_default     keyfile        os_service_default     memcache_pool_conn_get_timeout        os_service_default     memcache_pool_dead_retry        os_service_default     memcache_pool_maxsize        os_service_default     memcache_pool_socket_timeout        os_service_default     memcache_pool_unused_timeout        os_service_default     memcache_secret_key        os_service_default     memcache_security_strategy        os_service_default     memcache_use_advanced_pool        os_service_default     memcached_servers        os_service_default     region_name        os_service_default     revocation_cache_time        os_service_default     signing_dir        os_service_default     token_cache_time        os_service_default       keystone    resource    authtoken   ec2api_config    username       username   password       password   project_name       project_name   auth_url       auth_url   auth_uri       auth_uri   auth_version       auth_version   auth_type       auth_type   auth_section       auth_section   user_domain_name       user_domain_name   project_domain_name       project_domain_name   insecure       insecure   cache       cache   cafile       cafile   certfile       certfile   check_revocations_for_cached       check_revocations_for_cached   delay_auth_decision       delay_auth_decision   enforce_token_bind       enforce_token_bind   hash_algorithms       hash_algorithms   http_connect_timeout       http_connect_timeout   http_request_max_retries       http_request_max_retries   include_service_catalog       include_service_catalog   keyfile       keyfile   memcache_pool_conn_get_timeout       memcache_pool_conn_get_timeout   memcache_pool_dead_retry       memcache_pool_dead_retry   memcache_pool_maxsize       memcache_pool_maxsize   memcache_pool_socket_timeout       memcache_pool_socket_timeout   memcache_secret_key       memcache_secret_key   memcache_security_strategy       memcache_security_strategy   memcache_use_advanced_pool       memcache_use_advanced_pool   memcache_pool_unused_timeout       memcache_pool_unused_timeout   memcached_servers       memcached_servers   region_name       region_name   revocation_cache_time       revocation_cache_time   signing_dir       signing_dir   token_cache_time       token_cache_time      ,1,2
777,notice   fuel plugin elasticsearch kibana   kibana_index_configuration       vip   hiera   lma    elasticsearch    vip      es_port   hiera   lma    elasticsearch    rest_port      kibana_index   hiera   lma    elasticsearch    kibana_index    haproxy_backend_status   elasticsearch    name     hiera   lma    elasticsearch    es_haproxy_service      socket      var lib haproxy stats      lma_logging_analytics    es_template   kibana4    host       vip   port       es_port   index_template       kibana_index   require     haproxy_backend_status   elasticsearch        class   lma_logging_analytics    kibana_dashboards    host       vip   port       es_port   index       kibana_index   require     lma_logging_analytics    es_template   kibana4       ,0,2
778,class packages    ia32libs   case      operatingsystem   ubuntu     case      hardwaremodel      x86_64      package      ia32 libs    ensure     latest           centos     case      hardwaremodel      x86_64      package      libstdc   i686    ensure     latest      zlib i686    ensure     latest           default     fail      install      operatingsystem         ,1,1
779,class slave_secrets    ceph_config     ensure present     include config include users    builder     ensure    present    config    install_ceph_cfg         config    node_location     house    slave_trustlevel    try        boto_content   template        module_name try_dot_boto erb      elsif     config    node_location    aws        boto_content   template        module_name aws_dot_boto erb      else     boto_content         case      operatingsystem   windows     file          users    builder    home     boto    content       boto_content   show_diff     false     acl          users    builder    home     boto    purge     true   inherit_parent_permissions     false   permissions         identity     root    rights       full          identity     system    rights       full          identity     cltbld    rights       full                default     file          users    builder    home     boto    mode     0600   owner            users    builder    username      group            users    builder    group      show_diff     false   content       boto_content           else   file          users    builder    home     boto    ensure     absent        ,1,1
780,class toplevel    server    buildmaster inherits toplevel    server   include security include nrpe    base include users    builder include dirs    builds    buildbot include packages    gcc include packages    make include packages    mercurial include packages    mysql_devel include packages    mozilla    git include packages    mozilla    python27 include packages    mozilla    py27_virtualenv include packages    mozilla    py27_mercurial include packages    patch assert   buildmaster high security    condition          security    high      ,0,1
781,define buildslave    install    version     active false     ensure   present        version     title   virtualenv_path        operatingsystem     windows             mozilla build  buildbot    version    default         tools buildbot    version      anchor      buildslave    install    version         version      begin         buildslave    install    version         version      end        case   version         pre moz2          pre moz3          pre moz4          pre moz5          pre moz6      include packages    mozilla    python27   py_require   class   packages    mozilla    python27      packages        zope interface           buildbot slave     version       buildbot     version       twisted           simplejson          default     fail      unrecognized buildbot version   version        case   ensure   present     anchor      buildslave    install    version         version      begin        python    virtualenv        virtualenv_path    python          packages    mozilla    python27    python   require       py_require   packages       packages         anchor      buildslave    install    version         version      end        active     case      operatingsystem   windows     file          mozilla build bbpath bat    content        set buildbot_path    virtualenv_path      windows_path        virtualenv_path    ensure     present       default     anchor      buildslave    install    version         version      begin        file       tools buildbot    ensure        link    target          virtualenv_path          anchor      buildslave    install    version         version      end            absent     python    virtualenv        virtualenv_path    python          packages    mozilla    python27    python   packages       packages   ensure     absent          ,0,1
782,class dirs    builds    logs   include dirs    builds include users    root include shared case      operatingsystem   windows     file          builds logs    ensure     directory       default     file       builds logs    ensure     directory   owner        root    group          users    root    group    mode     0755          ,0,1
783,class role    eventlogging   include    role    geshi include    apache    mod    proxy include    apache    mod    proxy_http include    apache    mod    headers apache    def   eldevserver      include    eventlogging    devserver mediawiki    extension   eventlogging    priority          load_early   settings       wgeventloggingbaseuri           ,0,3
784,class lma_collector    logs    rabbitmq   include lma_collector    params include lma_collector    service    log   config_dir     lma_collector    params    log_config_dir   lua_modules_dir     lma_collector    params    lua_modules_dir heka    decoder    sandbox   rabbitmq    config_dir       config_dir   filename            lma_collector    params    plugins_dir    decoders rabbitmq lua    module_directory       lua_modules_dir   notify     class   lma_collector    service    log        heka    splitter    regex   rabbitmq    config_dir       config_dir   delimiter                              delimiter_eol     false   notify     class   lma_collector    service    log        heka    input    logstreamer   rabbitmq    config_dir       config_dir   decoder     rabbitmq    splitter     rabbitmq    log_directory      var log rabbitmq    file_match     rabbit          node          log      differentiator           rabbitmq           node       require       heka    decoder    sandbox   rabbitmq      heka    splitter    regex   rabbitmq        notify     class   lma_collector    service    log         ,0,2
785,class       openstack_tasks    swift    storage      class       openstack_tasks    swift    proxy      class ceilometer     include ceilometer class memcached     include memcached warning   osnailyfacter modular swift swift  deprecated mitaka removed newton   see new storage  proxy  tasks    warning   osnailyfacter modular   swift swift  deprecated mitaka removed newton   please use openstack_tasks examples   swift swift    ,1,2
786,class designate    central     package_ensure   present     central_package_name        designate    params    central_package_name     enabled   true     service_ensure   running      backend_driver   bind9      managed_resource_email   hostmaster   example com      managed_resource_tenant_id   123456      max_domain_name_len   255      max_recordset_name_len   255      min_ttl        os_service_default     inherits designate   designate_config   service   central backend_driver    value       backend_driver   service   central managed_resource_email    value       managed_resource_email   service   central managed_resource_tenant_id    value       managed_resource_tenant_id   service   central max_domain_name_len    value       max_domain_name_len   service   central max_recordset_name_len    value       max_recordset_name_len   service   central min_ttl    value       min_ttl     designate    generic_service   central    enabled       enabled   manage_service       service_ensure   ensure_package       package_ensure   package_name       central_package_name   service_name          designate    params    central_service_name      ,1,2
787,notice   fuel plugin elasticsearch kibana   hiera_override       fuel_version      hiera   fuel_version      network_scheme   hiera_hash   network_scheme      network_metadata   hiera_hash   network_metadata    prepare_network_config     network_scheme     elasticsearch_kibana   hiera_hash   elasticsearch_kibana      hiera_file    etc hiera plugins elasticsearch_kibana yaml   es_listen_address   get_network_role_property   elasticsearch    ipaddr      es_nodes   get_nodes_hash_by_roles     network_metadata     elasticsearch_kibana    primary elasticsearch_kibana        es_addresses_map   get_node_to_ipaddr_map_by_network_role     es_nodes   elasticsearch      es_ip_addresses   sort   values     es_addresses_map       es_nodes_count   count     es_nodes       network_metadata   vips      es_vip_mgmt      fail   elasticsearch vip defined        elasticsearch_vip     network_metadata   vips      es_vip_mgmt      ipaddr      kibana_listen_address     es_listen_address   kibana_ip_addresses     es_ip_addresses     network_metadata   vips      kibana      fail   kibana vip defined        kibana_vip     network_metadata   vips      kibana      ipaddr    is_integer     elasticsearch_kibana   number_of_replicas        elasticsearch_kibana   number_of_replicas        es_nodes_count     number_of_replicas        elasticsearch_kibana   number_of_replicas      else     number_of_replicas     es_nodes_count    notice      set number_of_replicas     number_of_replicas          retention_period     elasticsearch_kibana   retention_period    is_integer     elasticsearch_kibana   minimum_master_nodes        elasticsearch_kibana   minimum_master_nodes          es_nodes_count     minimum_master_nodes        elasticsearch_kibana   minimum_master_nodes      elsif   es_nodes_count        minimum_master_nodes   floor     es_nodes_count           else     minimum_master_nodes      notice      set minimum_master_nodes     minimum_master_nodes      is_integer     elasticsearch_kibana   recover_after_time          recover_after_time        elasticsearch_kibana   recover_after_time      else     recover_after_time    notice      set recover_after_time     recover_after_time        is_integer     elasticsearch_kibana   recover_after_nodes        elasticsearch_kibana   recover_after_nodes          es_nodes_count     recover_after_nodes     elasticsearch_kibana   recover_after_nodes      else     es_nodes_count          recover_after_nodes      else     recover_after_nodes   floor     es_nodes_count           notice      set recover_after_nodes     recover_after_nodes          instance_name       logs_dir       var log elasticsearch      instance_name      tls_enabled     elasticsearch_kibana   tls_enabled    false   tls_enabled     kibana_hostname     elasticsearch_kibana   kibana_hostname      cert_base_dir    etc haproxy   cert_dir          cert_base_dir    certs    cert_file_path          cert_dir         elasticsearch_kibana   kibana_ssl_cert      name       file     cert_base_dir   ensure     directory   mode     0755   file     cert_dir   ensure     directory   mode     0700    require     file     cert_base_dir     file     cert_file_path   ensure     present   mode     0400    content       elasticsearch_kibana   kibana_ssl_cert      content      require     file     cert_dir         ldap_enabled     elasticsearch_kibana   ldap_enabled    false   ldap_protocol     elasticsearch_kibana   ldap_protocol_for_kibana      ldap_servers   split     elasticsearch_kibana   ldap_servers              ldap_bind_dn     elasticsearch_kibana   ldap_bind_dn      ldap_bind_password     elasticsearch_kibana   ldap_bind_password      ldap_user_search_base_dns     elasticsearch_kibana   ldap_user_search_base_dns      ldap_user_search_filter     elasticsearch_kibana   ldap_user_search_filter      ldap_user_attribute     elasticsearch_kibana   ldap_user_attribute      ldap_authorization_enabled     elasticsearch_kibana   ldap_authorization_enabled    false   ldap_group_attribute     elasticsearch_kibana   ldap_group_attribute      ldap_admin_group_dn     elasticsearch_kibana   ldap_admin_group_dn      ldap_viewer_group_dn     elasticsearch_kibana   ldap_viewer_group_dn    empty     elasticsearch_kibana   ldap_server_port        downcase     ldap_protocol      ldap      ldap_port   389   else     ldap_port   636     else     ldap_port     elasticsearch_kibana   ldap_server_port        calculated_content   inline_template         lma    corosync_roles     primary elasticsearch_kibana   elasticsearch_kibana lma    elasticsearch    vip           elasticsearch_vip     lma    elasticsearch    es_haproxy_service   elasticsearch rest lma    elasticsearch    listen_address           es_listen_address           tls_enabled       lma    elasticsearch    kibana_frontend_port   443 lma    elasticsearch    kibana_frontend_viewer_port   8443     else       lma    elasticsearch    kibana_frontend_port    lma    elasticsearch    kibana_frontend_viewer_port   8000     end       lma    elasticsearch    apache_port    lma    elasticsearch    apache_viewer_port    lma    elasticsearch    kibana_port   5601 lma    elasticsearch    kibana_index    kibana lma    elasticsearch    rest_port   9200 lma    elasticsearch    clustering_port   9300 lma    elasticsearch    nodes         es_ip_addresses each                               end       lma    elasticsearch    retention_period           retention_period     lma    elasticsearch    number_of_replicas           number_of_replicas     lma    elasticsearch    minimum_master_nodes           minimum_master_nodes     lma    elasticsearch    recover_after_time           recover_after_time     lma    elasticsearch    recover_after_nodes           recover_after_nodes     lma    elasticsearch    data_dir              elasticsearch_kibana      data_dir         lma    elasticsearch    logs_dir              logs_dir      lma    elasticsearch    jvm_size           elasticsearch_kibana      jvm_heap_size        lma    elasticsearch    instance_name           instance_name     lma    elasticsearch    node_name              fqdn     _es   lma    elasticsearch    cluster_name   lma lma    kibana    vip           kibana_vip     lma    kibana    listen_address           kibana_listen_address     lma    kibana    nodes         kibana_ip_addresses each                               end       lma    kibana    tls   enabled           tls_enabled           tls_enabled       hostname           kibana_hostname     cert_file_path           cert_file_path         end       lma    kibana    authnz   username           elasticsearch_kibana      kibana_username        password           elasticsearch_kibana      kibana_password        ldap_enabled           ldap_enabled     ldap_authorization_enabled           ldap_authorization_enabled           ldap_enabled       ldap_servers         ldap_servers each                              end       ldap_protocol           ldap_protocol     ldap_port           ldap_port     ldap_bind_dn           ldap_bind_dn     ldap_bind_password           ldap_bind_password     ldap_user_search_base_dns           ldap_user_search_base_dns     ldap_user_attribute           ldap_user_attribute     ldap_user_search_filter           ldap_user_search_filter     ldap_group_attribute           ldap_group_attribute           ldap_authorization_enabled       ldap_admin_group_dn           ldap_admin_group_dn     ldap_viewer_group_dn           ldap_viewer_group_dn         end           end          file     hiera_file   ensure     file   content       calculated_content       fuel_version         class       osnailyfacter    netconfig    hiera_default_route       ,1,2
788,define env    profile_script     ensure   present     priority        content   undef     source   undef       include    env   priority                   fail     priority  must            ensure          present absent         fail     ensure  must    present     absent         safe_name   regsubst     title                         script_file   sprintf      02d         priority     safe_name   file       etc profile       script_file        ensure       ensure   content       content   source       source      ,1,3
789,class openstack_integration    aodh   include    openstack_integration    config include    openstack_integration    params rabbitmq_user   aodh    admin     true   password     an_even_bigger_secret    provider     rabbitmqctl    require     class       rabbitmq        rabbitmq_user_permissions   aodh        configure_permission             write_permission             read_permission             provider     rabbitmqctl    require     class       rabbitmq        rabbitmq_user_permissions   aodh            service     tag    aodh service           openstack_integration    config    ssl   openstack_integration    ssl_key   aodh    notify     service   httpd      require     package   aodh        exec   update  certificates        service   httpd           osfamily    redhat      gnocchi_url             openstack_integration    config    ip_for_url    8041    else     gnocchi_url   undef   class       aodh    rabbit_userid     aodh    rabbit_password     an_even_bigger_secret    rabbit_port          openstack_integration    config    rabbit_port   rabbit_use_ssl          openstack_integration    config    ssl   debug     true   rabbit_host          openstack_integration    config    ip_for_url   database_connection     mysql pymysql   gnocchi_url       gnocchi_url     class       aodh        mysql    password     aodh      class       aodh    keystone    auth    public_url               openstack_integration    config    base_url    8042    internal_url               openstack_integration    config    base_url    8042    admin_url               openstack_integration    config    base_url    8042    password     a_big_secret      class       aodh    keystone    authtoken    password     a_big_secret    user_domain_name     default    project_domain_name     default    auth_url          openstack_integration    config    keystone_admin_uri   auth_uri          openstack_integration    config    keystone_auth_uri   memcached_servers          openstack_integration    config    memcached_servers     class       aodh    api    enabled     true   service_name     httpd      include    apache class       aodh    wsgi    apache    bind_host          openstack_integration    config    ip_for_url   ssl          openstack_integration    config    ssl   ssl_key         etc aodh ssl private         fqdn    pem    ssl_cert          openstack_integration    params    cert_path   workers          class       aodh    auth    auth_url               openstack_integration    config    keystone_auth_uri         auth_password     a_big_secret      class       aodh    client      class       aodh    notifier      class       aodh    listener      class       aodh    evaluator      class       aodh        sync       ,1,2
790,define oslo         sqlite_db        os_service_default     sqlite_synchronous        os_service_default     backend        os_service_default     connection        os_service_default     slave_connection        os_service_default     mysql_sql_mode        os_service_default     idle_timeout        os_service_default     min_pool_size        os_service_default     max_pool_size        os_service_default     max_retries        os_service_default     retry_interval        os_service_default     max_overflow        os_service_default     connection_debug        os_service_default     connection_trace        os_service_default     pool_timeout        os_service_default     use_db_reconnect        os_service_default     db_retry_interval        os_service_default     db_inc_retry_interval        os_service_default     db_max_retry_interval        os_service_default     db_max_retries        os_service_default     use_tpool        os_service_default       include    oslo    params   is_service_default     connection     validate_re     connection       sqlite mysql     pymysql      postgresql mongodb                                    case   connection     mysql     pymysql           require     mysql    bindings require     mysql    bindings    python   connection      mysql  pymysql      backend_package        oslo    params    pymysql_package_name   else     backend_package   false       postgresql         backend_package   false require     postgresql    lib    python     mongodb         backend_package        oslo    params    pymongo_package_name     sqlite         backend_package        oslo    params    sqlite_package_name   default     fail   unsupported backend configured          backend_package   defined   package     backend_package       package   db_backend_package    ensure     present   name       backend_package   tag     openstack            database_options     database sqlite_db        value       sqlite_db     database sqlite_synchronous        value       sqlite_synchronous     database backend        value       backend     database connection        value       connection   secret     true     database slave_connection        value       slave_connection   secret     true     database mysql_sql_mode        value       mysql_sql_mode     database idle_timeout        value       idle_timeout     database min_pool_size        value       min_pool_size     database max_pool_size        value       max_pool_size     database max_retries        value       max_retries     database retry_interval        value       retry_interval     database max_overflow        value       max_overflow     database connection_debug        value       connection_debug     database connection_trace        value       connection_trace     database pool_timeout        value       pool_timeout     database use_db_reconnect        value       use_db_reconnect     database db_retry_interval        value       db_retry_interval     database db_inc_retry_interval        value       db_inc_retry_interval     database db_max_retry_interval        value       db_max_retry_interval     database db_max_retries        value       db_max_retries     database use_tpool        value       use_tpool       create_resources     name     database_options    ,1,2
791,class cdh    spark     master_host   undef     worker_cores   undef     worker_memory   undef     worker_instances   undef     daemon_memory   undef     dynamic_allocation_enabled   true     dynamic_allocation_executor_idle_timeout   60s      dynamic_allocation_cached_executor_idle_timeout   3600s        class   cdh    hadoop        class   cdh    spark      standalone_enabled     master_host     undef     false   default     true       standalone_enabled   dynamic_allocation_enabled   fail   spark dynamic resource allocation available yarn mode        package     spark core    spark python      ensure     installed        config_directory       etc spark conf      cdh    hadoop    cluster_name    file     config_directory   ensure     directory    require     package   spark core        cdh    alternative   spark conf    link      etc spark conf    path       config_directory         standalone_enabled   master_host         fqdn   cdh    hadoop    directory    user spark    owner     spark    group     spark    mode     0755    require     package   spark core        cdh    hadoop    directory    user spark share    owner     spark    group     spark    mode     0755    require     cdh    hadoop    directory    user spark        cdh    hadoop    directory    user spark share lib    owner     spark    group     spark    mode     0755    require     cdh    hadoop    directory    user spark share        cdh    hadoop    directory      user spark applicationhistory      owner     spark    group     spark    mode     1777    require     cdh    hadoop    directory    user spark            namenode_address        cdh    hadoop    ha_enabled     true       cdh    hadoop    nameservice_id   default       cdh    hadoop    primary_namenode_host         standalone_enabled     spark_jar_hdfs_path      hdfs   exec   spark_assembly_jar_install    command         usr bin hdfs dfs  put    usr lib spark lib spark assembly jar     spark_jar_hdfs_path      unless      usr bin hdfs dfs    user spark share lib spark assembly jar   grep    user spark share lib spark assembly jar    user     spark    require     cdh    hadoop    directory    user spark share lib            file          config_directory    spark env       file          config_directory    spark defaults conf            file          config_directory    spark env     content     template   cdh spark spark env  erb        file          config_directory    spark defaults conf    content     template   cdh spark spark defaults conf erb        file          config_directory    log4j properties    source     puppet       hive_site_symlink_ensure   defined   class   cdh    hive          true     link    default     absent   file          config_directory    hive site xml    ensure       hive_site_symlink_ensure   target               cdh    hive    config_directory    hive site xml       ,1,3
792,,1,2
793,class swift    xfs   include    swift    deps   packages     xfsprogs    parted    ensure_packages     packages    ,1,2
